date,daily_return,universe,method,growth_of_1
2021-01-04,-0.013701064199660173,Equity,Equal-weight (1/N),0.9862989358003398
2021-01-05,0.0126744086048111,Equity,Equal-weight (1/N),0.9987996915191637
2021-01-06,0.013264430714510786,Equity,Equal-weight (1/N),1.0120482008249945
2021-01-07,0.009679796812702805,Equity,Equal-weight (1/N),1.0218446217736417
2021-01-08,0.0028657693620504194,Equity,Equal-weight (1/N),1.0247729927834965
2021-01-11,-8.80664774170858e-05,Equity,Equal-weight (1/N),1.02468274463587
2021-01-12,0.0030128435744148853,Equity,Equal-weight (1/N),1.0277699534588598
2021-01-13,8.709165777320014e-05,Equity,Equal-weight (1/N),1.027859463647916
2021-01-14,0.003088648294878556,Equity,Equal-weight (1/N),1.0310341600276869
2021-01-15,-0.010835450462099152,Equity,Equal-weight (1/N),1.019862440461975
2021-01-19,0.007283796632033231,Equity,Equal-weight (1/N),1.027290911070949
2021-01-20,0.007972222095949888,Equity,Equal-weight (1/N),1.0354807023711574
2021-01-21,-0.0073548730751404785,Equity,Equal-weight (1/N),1.0278648732334603
2021-01-22,-0.002800837129231694,Equity,Equal-weight (1/N),1.024985991132675
2021-01-25,0.0019324605381932176,Equity,Equal-weight (1/N),1.0269667361127397
2021-01-26,-0.005039220682649916,Equity,Equal-weight (1/N),1.0217916240957268
2021-01-27,-0.025815778404221383,Equity,Equal-weight (1/N),0.9954132779527821
2021-01-28,0.01064321496244821,Equity,Equal-weight (1/N),1.0060076754465088
2021-01-29,-0.014793783126670654,Equity,Equal-weight (1/N),0.9911250160721871
2021-02-01,0.008517686014717245,Equity,Equal-weight (1/N),0.9995671077604215
2021-02-02,0.017473889706152913,Equity,Equal-weight (1/N),1.0170334331553252
2021-02-03,0.0019027846101926842,Equity,Equal-weight (1/N),1.0189686287199846
2021-02-04,0.009138734300265699,Equity,Equal-weight (1/N),1.0282807122781628
2021-02-05,0.006317001689045646,Equity,Equal-weight (1/N),1.0347763632744371
2021-02-08,0.013036997474039047,Equity,Equal-weight (1/N),1.0482667401086412
2021-02-09,-0.0027438667563593534,Equity,Equal-weight (1/N),1.0453904358486599
2021-02-10,0.0014557026145883062,Equity,Equal-weight (1/N),1.0469122134393904
2021-02-11,-0.0010303835566598915,Equity,Equal-weight (1/N),1.0458334923093962
2021-02-12,0.004467629428637084,Equity,Equal-weight (1/N),1.0505058887970917
2021-02-16,0.0005560289992204661,Equity,Equal-weight (1/N),1.0510900005351147
2021-02-17,0.0024700316784707663,Equity,Equal-weight (1/N),1.0536862261333602
2021-02-18,-0.005919355778125211,Equity,Equal-weight (1/N),1.0474490824823668
2021-02-19,0.001105859589565558,Equity,Equal-weight (1/N),1.0486074140948116
2021-02-22,0.002141918707192057,Equity,Equal-weight (1/N),1.0508534459315615
2021-02-23,0.000247470338147796,Equity,Equal-weight (1/N),1.0511135009891701
2021-02-24,0.014576435503532874,Equity,Equal-weight (1/N),1.0664349891432314
2021-02-25,-0.01836489981146577,Equity,Equal-weight (1/N),1.0468500174121744
2021-02-26,-0.012928311779984639,Equity,Equal-weight (1/N),1.0333160140001876
2021-03-01,0.019963326496913746,Equity,Equal-weight (1/N),1.0539444389621628
2021-03-02,-0.0027913416635460355,Equity,Equal-weight (1/N),1.051002519938625
2021-03-03,-0.007037085444928407,Equity,Equal-weight (1/N),1.0436065254029818
2021-03-04,-0.007899217627752647,Equity,Equal-weight (1/N),1.0353628503410808
2021-03-05,0.01758076899676969,Equity,Equal-weight (1/N),1.0535653254407644
2021-03-08,0.001820458219155075,Equity,Equal-weight (1/N),1.0554832970968797
2021-03-09,0.007318624501726557,Equity,Equal-weight (1/N),1.063207983016176
2021-03-10,0.009821255768227675,Equity,Equal-weight (1/N),1.0736500205521993
2021-03-11,0.005296440739070045,Equity,Equal-weight (1/N),1.0793365442605554
2021-03-12,0.00708239241784035,Equity,Equal-weight (1/N),1.0869808292179242
2021-03-15,0.0058419800122469865,Equity,Equal-weight (1/N),1.093330949495911
2021-03-16,-0.00020791992646235606,Equity,Equal-weight (1/N),1.0931036242052927
2021-03-17,0.0021785532396102272,Equity,Equal-weight (1/N),1.0954850086470347
2021-03-18,-0.013475213399477713,Equity,Equal-weight (1/N),1.0807231143795872
2021-03-19,-0.004686513277944672,Equity,Equal-weight (1/N),1.0756582911542656
2021-03-22,0.005873122338467335,Equity,Equal-weight (1/N),1.0819757638926013
2021-03-23,-0.008100983457706054,Equity,Equal-weight (1/N),1.0732106961276684
2021-03-24,-0.0033054256888003066,Equity,Equal-weight (1/N),1.0696632779231927
2021-03-25,0.007122806063378113,Equity,Equal-weight (1/N),1.077282282004957
2021-03-26,0.019635042704920367,Equity,Equal-weight (1/N),1.0984347656173783
2021-03-29,0.0011022909356362281,Equity,Equal-weight (1/N),1.099645560302906
2021-03-30,-0.0033269240650195763,Equity,Equal-weight (1/N),1.0959871230253424
2021-03-31,-0.0009145486313490037,Equity,Equal-weight (1/N),1.0949847895020035
2021-04-01,0.011919235422437892,Equity,Equal-weight (1/N),1.1080361709920665
2021-04-05,0.005203894475596217,Equity,Equal-weight (1/N),1.113802274301053
2021-04-06,0.0003117814222571484,Equity,Equal-weight (1/N),1.1141495371582477
2021-04-07,-0.000984327907634916,Equity,Equal-weight (1/N),1.1130528486755442
2021-04-08,-0.001258986754240536,Equity,Equal-weight (1/N),1.111651529882292
2021-04-09,0.0025702524318600957,Equity,Equal-weight (1/N),1.114508754930353
2021-04-12,-0.0004073299999306989,Equity,Equal-weight (1/N),1.1140547820792845
2021-04-13,0.0017323719424837138,Equity,Equal-weight (1/N),1.1159847393261486
2021-04-14,0.003358111298977,Equity,Equal-weight (1/N),1.1197323402887656
2021-04-15,0.009449393897939471,Equity,Equal-weight (1/N),1.1303131322324156
2021-04-16,0.002841443813238708,Equity,Equal-weight (1/N),1.1335248534890199
2021-04-19,-0.0035293475918233845,Equity,Equal-weight (1/N),1.1295242502770864
2021-04-20,-0.008747199313497113,Equity,Equal-weight (1/N),1.1196440765304843
2021-04-21,0.010748101009074343,Equity,Equal-weight (1/N),1.1316781241592457
2021-04-22,-0.009628306971395207,Equity,Equal-weight (1/N),1.1207819797870278
2021-04-23,0.008856224632086717,Equity,Equal-weight (1/N),1.1307078767636165
2021-04-26,0.0010310242022457867,Equity,Equal-weight (1/N),1.1318736639502298
2021-04-27,0.0010263258205212937,Equity,Equal-weight (1/N),1.1330353351171099
2021-04-28,0.0005173149641775364,Equity,Equal-weight (1/N),1.1336214712509078
2021-04-29,0.008854898351562708,Equity,Equal-weight (1/N),1.1436595741479836
2021-04-30,-0.006729647523317541,Equity,Equal-weight (1/N),1.1359631483273003
2021-05-03,0.007437644948144473,Equity,Equal-weight (1/N),1.1444120388987353
2021-05-04,-0.0023142375990448196,Equity,Equal-weight (1/N),1.1417635975295164
2021-05-05,0.005992361499102266,Equity,Equal-weight (1/N),1.1486054577524287
2021-05-06,0.008050152328450003,Equity,Equal-weight (1/N),1.1578519066526247
2021-05-07,0.009636659392556025,Equity,Equal-weight (1/N),1.1690097311040577
2021-05-10,-0.004327123236936103,Equity,Equal-weight (1/N),1.163951281932393
2021-05-11,-0.00926138446521943,Equity,Equal-weight (1/N),1.153171481611632
2021-05-12,-0.015936792590103492,Equity,Equal-weight (1/N),1.1347936268883652
2021-05-13,0.008494958615479177,Equity,Equal-weight (1/N),1.1444336517858913
2021-05-14,0.013989839118725289,Equity,Equal-weight (1/N),1.1604440944564312
2021-05-17,0.0031098894478385716,Equity,Equal-weight (1/N),1.1640529473005878
2021-05-18,-0.008646340971441594,Equity,Equal-weight (1/N),1.1539881486094155
2021-05-19,-0.005355264782657121,Equity,Equal-weight (1/N),1.1478082365175637
2021-05-20,0.008595708763838052,Equity,Equal-weight (1/N),1.1576744618354031
2021-05-21,0.0023746797752530135,Equity,Equal-weight (1/N),1.1604235679662507
2021-05-24,0.00616008412152255,Equity,Equal-weight (1/N),1.1675718747615202
2021-05-25,-0.005482264863134014,Equity,Equal-weight (1/N),1.1611709364973317
2021-05-26,0.0037127526757294044,Equity,Equal-weight (1/N),1.1654820769987915
2021-05-27,0.0024932641976573217,Equity,Equal-weight (1/N),1.168387931734384
2021-05-28,0.00293681207891911,Equity,Equal-weight (1/N),1.1718192675251646
2021-06-01,0.006155867931106327,Equity,Equal-weight (1/N),1.1790328321751753
2021-06-02,0.003927973385446987,Equity,Equal-weight (1/N),1.1836640417605275
2021-06-03,0.001535642621894638,Equity,Equal-weight (1/N),1.185481726713059
2021-06-04,0.006630268468109662,Equity,Equal-weight (1/N),1.193341788825205
2021-06-07,-0.0019190242636381422,Equity,Equal-weight (1/N),1.191051736977636
2021-06-08,-0.002625652344064498,Equity,Equal-weight (1/N),1.1879244491925387
2021-06-09,-0.002621494186845716,Equity,Equal-weight (1/N),1.1848103121545686
2021-06-10,0.0035983856432469192,Equity,Equal-weight (1/N),1.1890737165717964
2021-06-11,-0.0001930466045129884,Equity,Equal-weight (1/N),1.1888441699282966
2021-06-14,-0.0015218262616063921,Equity,Equal-weight (1/N),1.187034955649542
2021-06-15,-0.0014924320060200618,Equity,Equal-weight (1/N),1.185263386689466
2021-06-16,-0.007942953726279336,Equity,Equal-weight (1/N),1.1758488944555385
2021-06-17,-0.008628992318018558,Equity,Equal-weight (1/N),1.1657025033781312
2021-06-18,-0.015075440337741204,Equity,Equal-weight (1/N),1.1481290248368985
2021-06-21,0.01698183692285501,Equity,Equal-weight (1/N),1.1676263647030751
2021-06-22,0.0013849084679286691,Equity,Equal-weight (1/N),1.1692434203429292
2021-06-23,-0.0034092189923983613,Equity,Equal-weight (1/N),1.1652572134675592
2021-06-24,0.00804584488735422,Equity,Equal-weight (1/N),1.1746326922609898
2021-06-25,0.007796049512859067,Equity,Equal-weight (1/N),1.1837901868892793
2021-06-28,-0.001687111721288632,Equity,Equal-weight (1/N),1.181793000589432
2021-06-29,-0.0004151241617583075,Equity,Equal-weight (1/N),1.1813024097606906
2021-06-30,0.004396661504242156,Equity,Equal-weight (1/N),1.1864961965905538
2021-07-01,0.006588444236266179,Equity,Equal-weight (1/N),1.1943133606183327
2021-07-02,0.0037870288658624824,Equity,Equal-weight (1/N),1.1988362597898796
2021-07-06,-0.008689862235726443,Equity,Equal-weight (1/N),1.188418537849112
2021-07-07,9.60256458194839e-05,Equity,Equal-weight (1/N),1.188532656506713
2021-07-08,-0.006922522612545042,Equity,Equal-weight (1/N),1.180305012316297
2021-07-09,0.012116703153243277,Equity,Equal-weight (1/N),1.1946064177808187
2021-07-12,0.004299687110597858,Equity,Equal-weight (1/N),1.1997428515975883
2021-07-13,-0.004766188522256986,Equity,Equal-weight (1/N),1.194024650988644
2021-07-14,-0.0013789228043061606,Equity,Equal-weight (1/N),1.192378183168492
2021-07-15,-0.0012527313665276218,Equity,Equal-weight (1/N),1.1908844536176737
2021-07-16,-0.009458350867190792,Equity,Equal-weight (1/N),1.1796206506130749
2021-07-19,-0.017265279227803555,Equity,Equal-weight (1/N),1.159254170697357
2021-07-20,0.011365506267585446,Equity,Equal-weight (1/N),1.1724296812401422
2021-07-21,0.010312805453817247,Equity,Equal-weight (1/N),1.1845207204510528
2021-07-22,-0.0012903191319496297,Equity,Equal-weight (1/N),1.182992310703264
2021-07-23,0.0051724549861527965,Equity,Equal-weight (1/N),1.1891112851793415
2021-07-26,0.005689444061937247,Equity,Equal-weight (1/N),1.1958766673197878
2021-07-27,-0.00206741433379476,Equity,Equal-weight (1/N),1.1934042947563201
2021-07-28,0.002450610591411266,Equity,Equal-weight (1/N),1.1963288639608858
2021-07-29,0.006330181297196183,Equity,Equal-weight (1/N),1.2039018425608268
2021-07-30,-0.005476928437085978,Equity,Equal-weight (1/N),1.1973081583238452
2021-08-02,-0.0025946151195928723,Equity,Equal-weight (1/N),1.1942016044734463
2021-08-03,0.006555937558699123,Equity,Equal-weight (1/N),1.2020307156248726
2021-08-04,-0.007995184894552237,Equity,Equal-weight (1/N),1.1924202578045209
2021-08-05,0.004858409186381617,Equity,Equal-weight (1/N),1.198213523339066
2021-08-06,0.003386159313318453,Equity,Equal-weight (1/N),1.2022708652204648
2021-08-09,-0.0025151353318879355,Equity,Equal-weight (1/N),1.1992469912888493
2021-08-10,0.006225201968229879,Equity,Equal-weight (1/N),1.2067125460194144
2021-08-11,0.008553749273534115,Equity,Equal-weight (1/N),1.2170344625832925
2021-08-12,0.0018025545333928712,Equity,Equal-weight (1/N),1.2192282335711173
2021-08-13,0.001137156171144562,Equity,Equal-weight (1/N),1.2206146864809564
2021-08-16,-0.001306759976129792,Equity,Equal-weight (1/N),1.2190196360623868
2021-08-17,-0.00534792781736095,Equity,Equal-weight (1/N),1.2125004070407797
2021-08-18,-0.012821725418145488,Equity,Equal-weight (1/N),1.1969540597523132
2021-08-19,-0.004620087357378633,Equity,Equal-weight (1/N),1.1914240274334884
2021-08-20,0.005321036088544179,Equity,Equal-weight (1/N),1.1977636376802208
2021-08-23,0.010275235784609356,Equity,Equal-weight (1/N),1.2100709414716164
2021-08-24,0.0021334034039965687,Equity,Equal-weight (1/N),1.2126525109372293
2021-08-25,0.00029726073591912575,Equity,Equal-weight (1/N),1.2130129849150446
2021-08-26,-0.007054964671320454,Equity,Equal-weight (1/N),1.2044552211606159
2021-08-27,0.011274058695481948,Equity,Equal-weight (1/N),1.2180343200200605
2021-08-30,-0.0008556941413459216,Equity,Equal-weight (1/N),1.2169920551884612
2021-08-31,-0.000351542824984788,Equity,Equal-weight (1/N),1.2165642303633961
2021-09-01,-0.0020525501983184166,Equity,Equal-weight (1/N),1.2140671712110966
2021-09-02,0.006924134192625747,Equity,Equal-weight (1/N),1.222473535223424
2021-09-03,-0.003473960978767809,Equity,Equal-weight (1/N),1.2182267098644814
2021-09-07,-0.010009097258011414,Equity,Equal-weight (1/N),1.2060333602431406
2021-09-08,-0.001972143961338456,Equity,Equal-weight (1/N),1.2036548888345642
2021-09-09,-0.006242056306770095,Equity,Equal-weight (1/N),1.1961416072445397
2021-09-10,-0.0037122719779800273,Equity,Equal-weight (1/N),1.1917012042742696
2021-09-13,0.005540850199334917,Equity,Equal-weight (1/N),1.1983042421295202
2021-09-14,-0.009594622715975625,Equity,Equal-weight (1/N),1.1868069650273343
2021-09-15,0.008697701909292456,Equity,Equal-weight (1/N),1.197129458233014
2021-09-16,-0.004843745212585634,Equity,Equal-weight (1/N),1.1913308681508525
2021-09-17,-0.011501394104243268,Equity,Equal-weight (1/N),1.1776289023276993
2021-09-20,-0.017107007363820263,Equity,Equal-weight (1/N),1.1574831960237317
2021-09-21,-0.0021089054322317277,Equity,Equal-weight (1/N),1.1550421734239202
2021-09-22,0.008905878341474193,Equity,Equal-weight (1/N),1.1653288384997056
2021-09-23,0.01145911479369641,Equity,Equal-weight (1/N),1.1786824754324787
2021-09-24,-0.002344335646622532,Equity,Equal-weight (1/N),1.175919248089273
2021-09-27,0.003289481494579188,Equity,Equal-weight (1/N),1.179787412694982
2021-09-28,-0.011152180037691885,Equity,Equal-weight (1/N),1.166630211062405
2021-09-29,0.003919694130095598,Equity,Equal-weight (1/N),1.1712030446526984
2021-09-30,-0.010112777369907533,Equity,Equal-weight (1/N),1.1593589290071677
2021-10-01,0.012342170182835935,Equity,Equal-weight (1/N),1.1736679342119645
2021-10-04,-0.0027451043939078737,Equity,Equal-weight (1/N),1.1704460932087704
2021-10-05,0.005693677902995379,Equity,Equal-weight (1/N),1.1771102362663206
2021-10-06,0.0010971533003962162,Equity,Equal-weight (1/N),1.1784017066469705
2021-10-07,0.008043666617446323,Equity,Equal-weight (1/N),1.1878803771166686
2021-10-08,-0.0008405341466329364,Equity,Equal-weight (1/N),1.1868819230975867
2021-10-11,-0.008973806475380066,Equity,Equal-weight (1/N),1.176231074410582
2021-10-12,-0.0007657505468342899,Equity,Equal-weight (1/N),1.1753303748221486
2021-10-13,0.00327491285530636,Equity,Equal-weight (1/N),1.1791794793758859
2021-10-14,0.012783921551769455,Equity,Equal-weight (1/N),1.1942540173356837
2021-10-15,0.004786977308970213,Equity,Equal-weight (1/N),1.199970884217816
2021-10-18,0.0002736249556802583,Equity,Equal-weight (1/N),1.2002992261978278
2021-10-19,0.009805851901735343,Equity,Equal-weight (1/N),1.2120691826476913
2021-10-20,0.008858487613223477,Equity,Equal-weight (1/N),1.2228062824885457
2021-10-21,0.0007577563531104463,Equity,Equal-weight (1/N),1.223732871717725
2021-10-22,0.0012181275672072279,Equity,Equal-weight (1/N),1.225223534463662
2021-10-25,0.00615773796997419,Equity,Equal-weight (1/N),1.2327681399435348
2021-10-26,0.005035039278010795,Equity,Equal-weight (1/N),1.2389751759488308
2021-10-27,-0.016021570019775635,Equity,Equal-weight (1/N),1.2191248484146027
2021-10-28,0.008177747360443828,Equity,Equal-weight (1/N),1.2290945434257767
2021-10-29,-0.002964087850751628,Equity,Equal-weight (1/N),1.2254513992221832
2021-11-01,0.007461175731891173,Equity,Equal-weight (1/N),1.2345947074626717
2021-11-02,0.004540063787491205,Equity,Equal-weight (1/N),1.2401998461862513
2021-11-03,0.005006007983429436,Equity,Equal-weight (1/N),1.2464082965173078
2021-11-04,0.004566805541999333,Equity,Equal-weight (1/N),1.252100400833437
2021-11-05,0.004317548129979439,Equity,Equal-weight (1/N),1.257506404577602
2021-11-08,0.0037433371955653,Equity,Equal-weight (1/N),1.262213675075519
2021-11-09,-0.000714518786703906,Equity,Equal-weight (1/N),1.261311799691843
2021-11-10,-0.007127343452293761,Equity,Equal-weight (1/N),1.2523219972950086
2021-11-11,0.001065959126717229,Equity,Equal-weight (1/N),1.253656921357614
2021-11-12,0.0021581365565475643,Equity,Equal-weight (1/N),1.2563624841889647
2021-11-15,-0.0008570796974349059,Equity,Equal-weight (1/N),1.2552856814111475
2021-11-16,-4.381857837485427e-05,Equity,Equal-weight (1/N),1.2552306765771337
2021-11-17,-0.006410498431443263,Equity,Equal-weight (1/N),1.2471840222938366
2021-11-18,-0.001295249409048878,Equity,Equal-weight (1/N),1.2455686079259853
2021-11-19,-0.008108011963673615,Equity,Equal-weight (1/N),1.2354695227513453
2021-11-22,0.0021290502357046723,Equity,Equal-weight (1/N),1.238099899429965
2021-11-23,0.007614035389942469,Equity,Equal-weight (1/N),1.2475268358805092
2021-11-24,0.0015933253638177203,Equity,Equal-weight (1/N),1.2495145520301607
2021-11-26,-0.02190708025971439,Equity,Equal-weight (1/N),1.2221413364531548
2021-11-29,0.007100239839562251,Equity,Equal-weight (1/N),1.2308188330598155
2021-11-30,-0.022736652197169166,Equity,Equal-weight (1/N),1.202834133334809
2021-12-01,-0.013137975243081305,Equity,Equal-weight (1/N),1.187031328269523
2021-12-02,0.021514026022957124,Equity,Equal-weight (1/N),1.212569151155979
2021-12-03,-0.00091515300114335,Equity,Equal-weight (1/N),1.2114594648582049
2021-12-06,0.013552429844853942,Equity,Equal-weight (1/N),1.22787768426558
2021-12-07,0.014952137327276668,Equity,Equal-weight (1/N),1.2462370800218177
2021-12-08,-0.0005769049565259786,Equity,Equal-weight (1/N),1.2455181196733467
2021-12-09,-0.006819833181712439,Equity,Equal-weight (1/N),1.2370238938723743
2021-12-10,0.005428423454781821,Equity,Equal-weight (1/N),1.2437389833919967
2021-12-13,-0.006038152907783942,Equity,Equal-weight (1/N),1.236229097232904
2021-12-14,-0.0019345036185553553,Equity,Equal-weight (1/N),1.2338376075709434
2021-12-15,0.008657972774681628,Equity,Equal-weight (1/N),1.244520139985671
2021-12-16,0.004803852555990459,Equity,Equal-weight (1/N),1.2504986312411226
2021-12-17,-0.01243731714413488,Equity,Equal-weight (1/N),1.2349457831760702
2021-12-20,-0.008131606148533995,Equity,Equal-weight (1/N),1.2249036904524895
2021-12-21,0.014622657802254075,Equity,Equal-weight (1/N),1.2428150379586944
2021-12-22,0.005938186176970366,Equity,Equal-weight (1/N),1.2501951050376314
2021-12-23,0.0050007418909551755,Equity,Equal-weight (1/N),1.2564470080712602
2021-12-27,0.012643323884424445,Equity,Equal-weight (1/N),1.272332674537921
2021-12-28,0.0017823302262577013,Equity,Equal-weight (1/N),1.2746003915216053
2021-12-29,0.0003804504800486319,Equity,Equal-weight (1/N),1.2750853138524298
2021-12-30,-0.0015226750242771266,Equity,Equal-weight (1/N),1.273143773291204
2021-12-31,-0.0011037789850730847,Equity,Equal-weight (1/N),1.2717385039492686
2022-01-03,0.00789353258049658,Equity,Equal-weight (1/N),1.281777013264064
2022-01-04,0.008287326862424092,Equity,Equal-weight (1/N),1.292399518337725
2022-01-05,-0.009811024567845598,Equity,Equal-weight (1/N),1.2797197549118418
2022-01-06,0.0005963769310551403,Equity,Equal-weight (1/N),1.2804829502518866
2022-01-07,0.001393072571640769,Equity,Equal-weight (1/N),1.282266755928336
2022-01-10,-0.006524926800297895,Equity,Equal-weight (1/N),1.273900059207448
2022-01-11,0.01010867090205997,Equity,Equal-weight (1/N),1.2867774956680909
2022-01-12,0.002808856818174198,Equity,Equal-weight (1/N),1.2903918694102712
2022-01-13,-0.005023576980461075,Equity,Equal-weight (1/N),1.2839094865193277
2022-01-14,0.00180720244044206,Equity,Equal-weight (1/N),1.2862297708766721
2022-01-18,-0.010761970773172867,Equity,Equal-weight (1/N),1.2723874036749125
2022-01-19,-0.006784420342637857,Equity,Equal-weight (1/N),1.2637549926897043
2022-01-20,-0.01186206093154162,Equity,Equal-weight (1/N),1.248764253963879
2022-01-21,-0.012930960558085375,Equity,Equal-weight (1/N),1.232616532649525
2022-01-24,0.0023074557928836007,Equity,Equal-weight (1/N),1.2354607408081912
2022-01-25,-0.0033894377559069316,Equity,Equal-weight (1/N),1.2312732235273551
2022-01-26,-0.008848441165001966,Equity,Equal-weight (1/N),1.2203783748509311
2022-01-27,-0.003411783232470774,Equity,Equal-weight (1/N),1.2162147083743446
2022-01-28,0.016886259704974173,Equity,Equal-weight (1/N),1.2367520257969633
2022-01-31,0.01402163825674357,Equity,Equal-weight (1/N),1.254093315315983
2022-02-01,0.010950258432124872,Equity,Equal-weight (1/N),1.2678259612166933
2022-02-02,0.009991702955684295,Equity,Equal-weight (1/N),1.2804937016206752
2022-02-03,-0.009513828554154799,Equity,Equal-weight (1/N),1.268311304078781
2022-02-04,-0.0009650934505631535,Equity,Equal-weight (1/N),1.2670872651459393
2022-02-07,0.0023266470700742414,Equity,Equal-weight (1/N),1.2700353300189196
2022-02-08,0.004025120961881315,Equity,Equal-weight (1/N),1.2751473758481087
2022-02-09,0.01260679331361818,Equity,Equal-weight (1/N),1.2912228952598284
2022-02-10,-0.016922118858680158,Equity,Equal-weight (1/N),1.2693726679531925
2022-02-11,-0.010206802133622479,Equity,Equal-weight (1/N),1.2564164322975657
2022-02-14,-0.006341009055696131,Equity,Equal-weight (1/N),1.2484494843226415
2022-02-15,0.010470141652055785,Equity,Equal-weight (1/N),1.2615209272689356
2022-02-16,-0.00045210611220674777,Equity,Equal-weight (1/N),1.2609505859470407
2022-02-17,-0.015235853249305827,Equity,Equal-weight (1/N),1.2417389278649253
2022-02-18,-0.008409016441980742,Equity,Equal-weight (1/N),1.2312971248038616
2022-02-22,-0.006636163123505195,Equity,Equal-weight (1/N),1.2231260362301601
2022-02-23,-0.011444759515712742,Equity,Equal-weight (1/N),1.209127652888099
2022-02-24,0.006646162013312931,Equity,Equal-weight (1/N),1.2171637111639702
2022-02-25,0.025427521482620914,Equity,Equal-weight (1/N),1.2481131675774586
2022-02-28,-0.0021955983797045187,Equity,Equal-weight (1/N),1.2453728123290377
2022-03-01,-0.012896231197349277,Equity,Equal-weight (1/N),1.2293121966143494
2022-03-02,0.019780619392027805,Equity,Equal-weight (1/N),1.2536287532895556
2022-03-03,-0.0008418490610408539,Equity,Equal-weight (1/N),1.252573387100705
2022-03-04,0.0018169686926337685,Equity,Equal-weight (1/N),1.2548492737302932
2022-03-07,-0.017767498920364704,Equity,Equal-weight (1/N),1.2325537406140699
2022-03-08,-0.004451663647359779,Equity,Equal-weight (1/N),1.2270668259335609
2022-03-09,0.015019626125899046,Equity,Equal-weight (1/N),1.2454969108905765
2022-03-10,-0.0008810613935192254,Equity,Equal-weight (1/N),1.2443995516466433
2022-03-11,-0.00832116411968287,Equity,Equal-weight (1/N),1.2340446987469318
2022-03-14,-0.009521426509802977,Equity,Equal-weight (1/N),1.222294832838001
2022-03-15,0.009821014009503276,Equity,Equal-weight (1/N),1.2342990075150464
2022-03-16,0.015830145929724575,Equity,Equal-weight (1/N),1.2538381409249237
2022-03-17,0.014569366617528754,Equity,Equal-weight (1/N),1.2721057684790997
2022-03-18,0.004900691902451876,Equity,Equal-weight (1/N),1.2783399669177475
2022-03-21,0.00361640355622985,Equity,Equal-weight (1/N),1.2829629601201795
2022-03-22,0.005546934244323925,Equity,Equal-weight (1/N),1.2900794712978694
2022-03-23,-0.009675333619606609,Equity,Equal-weight (1/N),1.2775975220172568
2022-03-24,0.01077571321232486,Equity,Equal-weight (1/N),1.2913645465152919
2022-03-25,0.009012400337871552,Equity,Equal-weight (1/N),1.3030028407906216
2022-03-28,0.0008465485017869922,Equity,Equal-weight (1/N),1.3041058958933172
2022-03-29,0.01242193672378444,Equity,Equal-weight (1/N),1.320305416813218
2022-03-30,-0.004279865159334693,Equity,Equal-weight (1/N),1.3146546876601184
2022-03-31,-0.01461285970420722,Equity,Equal-weight (1/N),1.2954438231498626
2022-04-01,0.006186125023239823,Equity,Equal-weight (1/N),1.3034576006004515
2022-04-04,0.002385126357386444,Equity,Equal-weight (1/N),1.3065665116793792
2022-04-05,-0.010698340505611326,Equity,Equal-weight (1/N),1.2925884182442045
2022-04-06,-0.0012633246356550402,Equity,Equal-weight (1/N),1.2909554594516741
2022-04-07,0.0016102370143205598,Equity,Equal-weight (1/N),1.2930342037163223
2022-04-08,0.003154132343436482,Equity,Equal-weight (1/N),1.2971126047194337
2022-04-11,-0.011840453695113723,Equity,Equal-weight (1/N),1.2817542029859048
2022-04-12,-0.000860213135463784,Equity,Equal-weight (1/N),1.2806516211840604
2022-04-13,0.00911169153578979,Equity,Equal-weight (1/N),1.2923205237210986
2022-04-14,-0.0021576094399995563,Equity,Equal-weight (1/N),1.2895322007596128
2022-04-18,0.0008561339045568536,Equity,Equal-weight (1/N),1.2906362129977007
2022-04-19,0.012514123824200267,Equity,Equal-weight (1/N),1.306787394379151
2022-04-20,0.0015008733592365019,Equity,Equal-weight (1/N),1.308748716765561
2022-04-21,-0.012365582660085575,Equity,Equal-weight (1/N),1.2925652763271154
2022-04-22,-0.02310687701405422,Equity,Equal-weight (1/N),1.2626981294543878
2022-04-25,-0.002562322005097428,Equity,Equal-weight (1/N),1.2594626902514914
2022-04-26,-0.020589946642060212,Equity,Equal-weight (1/N),1.2335304206615474
2022-04-27,0.0004532832337849484,Equity,Equal-weight (1/N),1.2340895593195969
2022-04-28,0.01759697676032087,Equity,Equal-weight (1/N),1.2558058046150984
2022-04-29,-0.03513723368055061,Equity,Equal-weight (1/N),1.2116802626009457
2022-05-02,0.004282752066340872,Equity,Equal-weight (1/N),1.2168695887493444
2022-05-03,0.006419254004216214,Equity,Equal-weight (1/N),1.2246809837295327
2022-05-04,0.030597475828033547,Equity,Equal-weight (1/N),1.2621531305262494
2022-05-05,-0.025223333537134372,Equity,Equal-weight (1/N),1.2303174211400476
2022-05-06,-0.00373481405522966,Equity,Equal-weight (1/N),1.2257224143431797
2022-05-09,-0.035055110842849284,Equity,Equal-weight (1/N),1.1827545792458147
2022-05-10,-0.004350157266790651,Equity,Equal-weight (1/N),1.1776094108180786
2022-05-11,-0.003418132781437828,Equity,Equal-weight (1/N),1.1735841854872315
2022-05-12,0.002203313593436461,Equity,Equal-weight (1/N),1.1761699594761577
2022-05-13,0.02229112494462499,Equity,Equal-weight (1/N),1.2023881109989552
