date,sector,sentiment,fear_greed,sentiment_lagged
2020-04-03,Energy,-0.04957738095238095,47.52,0.21863776923076922
2020-04-06,Energy,0.0687623015873016,53.44,-0.04957738095238095
2020-04-07,Energy,0.20207785714285714,60.1,0.0687623015873016
2020-04-08,Energy,0.175655,58.78,0.20207785714285714
2020-04-09,Energy,0.06999288095238096,53.5,0.175655
2020-04-13,Energy,-0.006358961538461537,49.68,0.06999288095238096
2020-04-14,Energy,-0.16875833333333332,41.56,-0.006358961538461537
2020-04-15,Energy,-0.12940474358974358,43.53,-0.16875833333333332
2020-04-16,Energy,-0.025225850649350658,48.74,-0.12940474358974358
2020-04-17,Energy,-0.042458666666666665,47.88,-0.025225850649350658
2020-04-20,Energy,-0.21184544513457557,39.41,-0.042458666666666665
2020-04-21,Energy,-0.2635079047619048,36.82,-0.21184544513457557
2020-04-22,Energy,0.08172100000000002,54.09,-0.2635079047619048
2020-04-23,Energy,0.1321517222222222,56.61,0.08172100000000002
2020-04-24,Energy,0.0422,52.11,0.1321517222222222
2020-04-27,Energy,-0.029422916666666667,48.53,0.0422
2020-04-28,Energy,-0.08652083333333332,45.67,-0.029422916666666667
2020-04-29,Energy,0.049788119047619046,52.49,-0.08652083333333332
2020-04-30,Energy,0.07215342857142858,53.61,0.049788119047619046
2020-05-01,Energy,-0.11123361904761904,44.44,0.07215342857142858
2020-05-04,Energy,-0.05505750582750583,47.25,-0.11123361904761904
2020-05-05,Energy,0.11433404040404042,55.72,-0.05505750582750583
2020-05-06,Energy,0.15378107142857145,57.69,0.11433404040404042
2020-05-07,Energy,0.18656142857142857,59.33,0.15378107142857145
2020-05-08,Energy,0.07458333333333333,53.73,0.18656142857142857
2020-05-11,Energy,-0.06533233333333333,46.73,0.07458333333333333
2020-05-12,Energy,0.005630666666666667,50.28,-0.06533233333333333
2020-05-13,Energy,-0.10073532467532469,44.96,0.005630666666666667
2020-05-14,Energy,-0.08145166666666667,45.93,-0.10073532467532469
2020-05-15,Energy,0.10089999999999999,55.04,-0.08145166666666667
2020-05-18,Energy,0.12642753968253967,56.32,0.10089999999999999
2020-05-19,Energy,0.21148000000000003,60.57,0.12642753968253967
2020-05-20,Energy,0.02310547619047619,51.16,0.21148000000000003
2020-05-21,Energy,0.009273333333333331,50.46,0.02310547619047619
2020-05-22,Energy,-0.045506,47.72,0.009273333333333331
2020-05-26,Energy,0.07303385714285714,53.65,-0.045506
2020-05-27,Energy,0.23317000000000002,61.66,0.07303385714285714
2020-05-28,Energy,0.03350499999999999,51.68,0.23317000000000002
2020-05-29,Energy,0.082255,54.11,0.03350499999999999
2020-06-01,Energy,0.025296401515151515,51.26,0.082255
2020-06-02,Energy,0.16705,58.35,0.025296401515151515
2020-06-03,Energy,0.22594444444444442,61.3,0.16705
2020-06-04,Energy,0.016734000000000002,50.84,0.22594444444444442
2020-06-05,Energy,-0.016536868686868683,49.17,0.016734000000000002
2020-06-08,Energy,0.26997714285714286,63.5,-0.016536868686868683
2020-06-09,Energy,0.14273,57.14,0.26997714285714286
2020-06-10,Energy,0.21686100000000003,60.84,0.14273
2020-06-11,Energy,-0.1811154761904762,40.94,0.21686100000000003
2020-06-12,Energy,-0.043281,47.84,-0.1811154761904762
2020-06-15,Energy,-0.09132,45.43,-0.043281
2020-06-16,Energy,0.01780312500000001,50.89,-0.09132
2020-06-17,Energy,-0.019577499999999998,49.02,0.01780312500000001
2020-06-18,Energy,0.021278333333333337,51.06,-0.019577499999999998
2020-06-19,Energy,0.01033412698412698,50.52,0.021278333333333337
2020-06-22,Energy,0.12802083333333333,56.4,0.01033412698412698
2020-06-23,Energy,-0.038993749999999994,48.05,0.12802083333333333
2020-06-24,Energy,-0.0016007142857142858,49.92,-0.038993749999999994
2020-06-25,Energy,-0.011062857142857143,49.45,-0.0016007142857142858
2020-06-26,Energy,0.04151666666666667,52.08,-0.011062857142857143
2020-06-29,Energy,-0.03049166666666666,48.48,0.04151666666666667
